name,verdict,areas,reason,gate,version,ratatui_reqs,license,updated,in_top500_csv,downloads,description
nextdeck,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,Apache-2.0,2026-07-14,no,,
nextup-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.2,ratatui^0.29.0,MIT,2025-12-16,no,,
nexus-ai,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2026-04-04,no,,
nexus-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.1,ratatui^0.28,MIT,2025-12-27,no,,
nexus-tui-client,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29.0,MIT,2025-07-02,no,,
nexus-tui-common,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29.0,MIT,2025-07-02,no,,
nexus-tui-server,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29.0,MIT,2025-07-02,no,,
nezha_cyber,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2026-04-30,no,,
nfile,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.25,MIT OR Apache-2.0,2026-03-21,no,,
nftoggle-tui,DROP-APP,,publishes no library target,OK,0.1.0,ratatui^0.30,GPL-3.0-or-later,2026-06-28,no,,
ngal,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.9.0,ratatui^0.26,MIT OR Apache-2.0,2026-06-14,no,,
ngn,DROP-APP,,publishes no library target,OK,0.1.3,ratatui^0.30.0,MIT,2026-04-05,no,,
nibble-rs,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.0.6,ratatui^0.29.0,MIT OR Apache-2.0,2025-12-16,no,,
nibs,DROP-APP,,publishes no library target,OK,0.1.0,ratatui^0.30.1,MIT,2026-06-08,no,,
nic,DROP-APP,,publishes no library target,OK,0.1.5,ratatui^0.30.0-alpha.4,MIT,2025-05-22,no,,
nifa,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.5.0,ratatui^0.25,MIT,2026-03-02,no,,
niffler-tui,DROP-APP,,ships binaries (niffler),OK,0.1.6,ratatui^0.30.1,MIT OR Apache-2.0,2026-06-22,no,,
nifi-lens,DROP-APP,,ships binaries (nifilens),OK,0.11.0,ratatui^0.30,Apache-2.0,2026-06-23,no,,
nimg,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.26,MIT OR Apache-2.0,2026-03-21,no,,
nio-console,DROP-APP,,ships binaries (nio-console),OK,0.1.0,ratatui^0.30,Apache-2.0,2026-02-01,no,,
nippo,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.5,ratatui^0.29,MIT,2026-07-14,no,,
nitidus,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.8,ratatui^0.29.0,MIT,2025-11-29,yes,9999,
nitro_cli,DROP-APP,,publishes no library target,OK,0.30.0,ratatui^0.30.0,GPL-3.0-or-later,2026-05-09,no,,
nix-btm,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.26.3,non-standard,2024-06-25,no,,
nix-melt,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.3,ratatui^0.28.1,MPL-2.0,2024-09-16,no,,
nix-options-search,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.5,ratatui^0.29.0,MIT OR Apache-2.0,2025-12-08,no,,
nixbox-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.8,ratatui^0.28,Apache-2.0,2026-07-17,no,,
nixsearch,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2026-06-04,no,,
nixtopsy,DROP-APP,,ships binaries (nixtopsy),OK,0.1.0,ratatui^0.30.0,MIT,2026-05-15,no,,
nm-remover,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.1.1,ratatui^0.28,MIT,2026-03-21,no,,
nm-wifi,DROP-APP,,"ships binaries (generate-demo-screenshots,nm-wifi)",OK,0.3.0,ratatui^0.30,MIT OR Apache-2.0,2026-03-09,no,,
nmrs-tui,DROP-APP,,publishes no library target,OK,0.1.0,ratatui^0.30.1,GPL-3.0,2026-06-19,no,,
nmtui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.1.1,ratatui^0.29.0,MIT,2026-02-18,no,,
nmwrap,DROP-APP,,publishes no library target,OK,0.1.2,ratatui^0.30.0,MIT,2026-07-28,no,,
nnli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.0.19,ratatui^0.24.0,MIT,2023-11-25,yes,16317,
nntp-proxy,DROP-APP,,ships binaries (nntp-proxy),OK,0.5.1,ratatui^0.30,MIT,2026-06-05,no,,
noatun,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.3,ratatui^0.29.0,MIT,2026-05-01,no,,
noctavox,DROP-APP,,ships binaries (vox),OK,0.3.3,ratatui^0.30.2,MIT,2026-07-23,no,,
node-app-build,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,6.7.0,ratatui^0.29,MIT OR Apache-2.0,2026-07-27,no,,
node-launchpad,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.6.4,ratatui^0.29.0,GPL-3.0,2026-02-19,no,,
node-size-analyzer,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.7.1,ratatui^0.24,MIT,2025-05-07,no,,
nodedb-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.0.0-beta.1,ratatui^0.29,BUSL-1.1,2026-03-29,no,,
nodeunion-agent,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.6,ratatui^0.28,MIT,2026-06-15,no,,
nodeunion-orchestrator,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.9,ratatui^0.28,MIT,2026-06-15,no,,
nodo_inspector,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.18.5,ratatui^0.29,Apache-2.0,2026-04-06,no,,
noet,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.2,ratatui^0.29,MIT,2025-11-13,no,,
noetl,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,4.21.0,ratatui^0.26,MIT,2026-07-24,no,,
nomograph-muxr,DROP-APP,,publishes no library target,OK,4.1.0,ratatui^0.30,MIT,2026-07-25,no,,
nonet,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2026-06-22,no,,
nooise,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.8.5,ratatui^0.29,MIT,2026-07-27,no,,
norgx,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2026-04-28,no,,
nornir-rs,DROP-APP,,"ships binaries (kore,kore-tui)",OK,0.1.9,ratatui^0.30,MIT,2026-07-28,no,,
nos-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29.0,MIT OR Apache-2.0,2025-08-04,no,,
nostui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29.0,MIT,2025-12-03,no,,
nosyman,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.2,ratatui^0.26.0,MIT,2024-03-30,no,,
notation,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.1.0,ratatui^0.29.0,non-standard,2025-08-17,no,,
note-to-self-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.2,ratatui^0.29,MIT,2026-05-15,no,,
notion-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT OR Apache-2.0,2026-07-08,no,,
novel-cli,DROP-APP,,ships binaries (novel-cli),OK,0.17.1,ratatui^0.30.0,MIT OR Apache-2.0,2026-05-26,no,,
noveltui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.6,ratatui^0.29.0,MIT,2026-02-06,no,,
noveltui-theme,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29.0,MIT,2026-02-06,no,,
novem-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.11,ratatui^0.29.0,MIT,2026-05-11,no,,
npcore,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.3,ratatui^0.25.0,GPL-3.0,2024-02-10,no,,
npltz,DROP-APP,,ships binaries (npltz),OK,1.1.6,ratatui^0.30,MIT,2026-07-16,no,,
npm-run-scripts,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.2,ratatui^0.29,MIT,2025-12-24,no,,
nrc,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.4,ratatui^0.28,MIT,2025-09-10,no,,
nsql,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.13,ratatui^0.29,0BSD,2026-07-11,no,,
ntap,DROP-APP,,publishes no library target,OK,0.10.0,ratatui^0.30,MIT,2026-02-22,no,,
ntomb,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.0.1,ratatui^0.29,MIT,2025-12-13,no,,
ntop,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29,MIT,2026-03-04,no,,
nts-radio-cli,DROP-APP,,publishes no library target,OK,0.2.0,ratatui^0.30,MIT,2026-07-01,no,,
nu-explore,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.114.1,ratatui^0.30,MIT,2026-07-11,no,,
nu_plugin_explore_ir,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.6.0,ratatui^0.27.0,MIT,2025-01-08,no,,
nu_plugin_skim,DROP-APP,,publishes no library target,OK,0.29.1,ratatui^0.30,MIT,2026-07-07,no,,
nua,DROP-APP,,publishes no library target,OK,0.2.0,ratatui^0.30,non-standard,2026-04-21,no,,
nucleo-ui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.6,ratatui^0.26.1,MIT,2024-04-29,no,,
null-e,DROP-APP,,publishes no library target,OK,0.4.3,ratatui^0.30,WTFPL,2026-06-19,no,,
numby,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.8,ratatui^0.26,MIT,2025-11-23,no,,
nural,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.2,ratatui^0.29.0,GPL-3.0,2025-08-01,no,,
nuviz-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2026-03-19,no,,
nuwax-cli,DROP-APP,,ships binaries (nuwax-cli),OK,1.0.123,ratatui^0.30,MIT OR Apache-2.0,2026-05-28,no,,
nv-swaptop,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,2.0.1,ratatui^0.29.0,MIT,2026-03-06,no,,
nvglances,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.3,ratatui^0.29,MIT,2025-12-05,no,,
nvidia,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.13,ratatui^0.28.1,MIT,2024-09-25,yes,5933,
nvidiagpu_top,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.28,BSD-3-Clause,2025-12-17,no,,
nviwatch,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.1,ratatui^0.29.0,GPL-3.0,2025-08-21,yes,5105,
nvl-cli,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,NODEP,,,,,yes,3631,
nvmon,DROP-APP,,publishes no library target,OK,1.0.0,ratatui^0.30,MIT,2026-03-22,no,,
nvtop,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.23.0,MIT,2023-10-08,no,,
nyaa,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.9.1,ratatui^0.27.0,GPL-3.0-or-later,2024-06-30,no,,
nyado,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.0,ratatui^0.26,MIT,2026-06-19,no,,
nyar,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.25.0,GPL-3.0-or-later,2024-01-10,no,,
nyekis-search,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.1,ratatui^0.29.0,MIT,2025-11-06,no,,
o2-rs,DROP-APP,,ships binaries (o2),OK,0.3.5,ratatui^0.30.1,GPL-3.0-or-later,2026-07-28,no,,
o2term,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29.0,MIT,2025-12-25,no,,
o7,DROP-APP,,ships binaries (o7),OK,0.1.1,ratatui^0.30,CC0-1.0 OR Unlicense,2026-04-11,no,,
oakvcs-cli,DROP-APP,,ships binaries (oak),OK,0.102.0,ratatui^0.30,Apache-2.0,2026-07-28,no,,
oatmeal,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.13.0,ratatui=0.24.0,MIT,2024-03-16,no,,
obah,DROP-APP,,publishes no library target,OK,0.1.1,ratatui^0.30.2,MIT,2026-07-28,no,,
obelyzk,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.0,ratatui^0.29,Apache-2.0,2026-04-10,no,,
obol,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.0.1,ratatui^0.29,Apache-2.0,2025-10-11,no,,
oby-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.2,ratatui^0.26,MIT,2026-06-09,no,,
oc-session,DROP-APP,,publishes no library target,OK,0.1.0,ratatui^0.30,MIT,2026-05-23,no,,
ocarina-tui,DROP-APP,,ships binaries (ocarina-tui),OK,0.1.4,ratatui^0.30.0,WTFPL,2026-01-08,no,,
ocpncord-native,DROP-APP,,publishes no library target,OK,0.5.3,ratatui-core^0.1,AGPL-3.0-only,2026-06-06,no,,
ocpncord-tui,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.5.3,ratatui^0.30; ratatui-core^0.1,AGPL-3.0-only,2026-06-06,no,,
ocppsim,DROP-APP,,ships binaries (ocppsim),OK,0.3.0,ratatui^0.30.0,MIT,2026-06-11,no,,
ocs,DROP-APP,,publishes no library target,OK,0.1.2,ratatui^0.30.2,CC0-1.0,2026-07-27,no,,
octav,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29,MIT,2026-03-10,no,,
octo-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2026-02-13,no,,
octo-code-agent,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2026-02-13,no,,
octopeek,DROP-APP,,publishes no library target,OK,0.3.0,ratatui^0.30.0,MIT OR Apache-2.0,2026-04-21,no,,
octopod,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.24,MIT OR Apache-2.0,2026-04-10,no,,
octoproxy-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.20,MIT,2023-06-05,no,,
octorus,DROP-APP,,ships binaries (or),OK,0.6.7,ratatui^0.30.0,MIT,2026-07-15,no,,
octotype,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.8.0,ratatui^0.29,MIT,2025-11-03,yes,2577,
octui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29,MIT,2026-05-07,no,,
ocular-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.13.0,ratatui^0.29,MIT,2026-05-28,no,,
odd-box,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.10,ratatui^0.28.1,non-standard,2024-12-17,no,,
odin-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.13.1,ratatui^0.28,MIT,2026-07-11,no,,
oeis-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.0,ratatui^0.29,MIT,2025-11-29,no,,
offcode,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.8,ratatui^0.29,MIT,2026-04-23,no,,
oflow-todo,DROP-APP,,ships binaries (oflow),OK,0.4.3,ratatui^0.30.0,MPL-2.0,2026-03-29,no,,
oh-my-agent-skills,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.9.0,ratatui^0.26,MIT,2026-01-23,no,,
oh-my-todo,DROP-APP,,ships binaries (todo),OK,0.2.0,ratatui^0.30.0,MIT,2026-04-28,no,,
oha,DROP-APP,,ships binaries (oha),OK,1.15.0,ratatui^0.30.0,MIT,2026-07-11,yes,141000,
okane,DROP-APP,,ships binaries (okane),OK,0.20.0,ratatui^0.30,MIT,2026-06-24,no,,
olaf,DROP-APP,,ships binaries (olaf),OK,0.7.2,ratatui^0.30,MIT,2026-03-28,no,,
olagem,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.24.0,CC0-1.0,2024-07-30,no,,
oli-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.3,ratatui^0.29.0,Apache-2.0,2025-03-25,yes,2626,
ollamaMQ,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.7,ratatui^0.29,MIT,2026-06-01,no,,
oma-console,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.31.0,ratatui^0.30,MIT,2026-03-14,no,,
omarchy-studio,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.0.1,ratatui^0.29,MIT,2026-07-06,no,,
omaro,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.6,ratatui^0.29,AGPL-3.0,2025-11-12,no,,
omk,DROP-APP,,"ships binaries (mock-kimi,omk)",OK,0.5.0,ratatui^0.30,MIT,2026-05-25,no,,
omnidotdev-cli,DROP-APP,,ships binaries (omni),OK,0.3.1,ratatui^0.30,MIT,2026-01-29,no,,
omnipaxos_ui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.23.0,Apache-2.0,2023-11-06,no,,
omnitop,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.5.0,ratatui^0.29,MIT,2026-06-10,no,,
omnitype,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.24,Apache-2.0,2025-08-29,no,,
omnivore-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29,MIT OR Apache-2.0,2025-08-11,no,,
omnyssh,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.1.0,ratatui^0.29,Apache-2.0,2026-07-24,no,,
omp-manager,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.2,ratatui^0.29,MIT,2026-03-03,no,,
onde-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.1,ratatui^0.29,MIT OR Apache-2.0,2026-07-23,no,,
one-wip,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.21.0,MIT,2023-10-19,no,,
oneai-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.0,ratatui^0.29,Apache-2.0,2026-07-15,no,,
oniondownoda,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,2.0.2,ratatui^0.29,MIT,2026-04-15,no,,
ono,DROP-APP,,ships binaries (ono),OK,0.1.0,ratatui^0.30,MIT,2026-04-25,no,,
onyx-dl,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2026-02-04,no,,
oo-ide,DROP-APP,,ships binaries (oo),OK,0.0.4,ratatui^0.30,MIT,2026-05-21,no,,
oombak_tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29.0,non-standard,2026-04-03,no,,
oomllama,DROP-APP,,"ships binaries (awakening,chimera)",OK,1.0.0-alpha.2,ratatui^0.30.0,MIT,2026-04-19,no,,
oops-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.28,MIT,2026-07-30,no,,
oor,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.1.0,ratatui^0.29,MIT,2025-12-05,no,,
op-loader,DROP-APP,,publishes no library target,OK,0.5.0,ratatui^0.30.0,MIT,2026-04-28,no,,
opal-cli,DROP-APP,,ships binaries (opal),OK,0.1.0,ratatui^0.30,Apache-2.0,2026-04-25,no,,
opaline,KEEP,T,token-based theme engine -- the same model tokens.rs uses,OK,0.4.1,ratatui^0.30; ratatui-core^0.1,MIT,2026-05-20,yes,11394,A token-based theme engine for Rust applications
opc-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.0.1,ratatui^0.29.0,MIT,2026-02-16,no,,
openapi-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.10.2,ratatui^0.29.0,MIT,2025-03-07,no,,
openbook,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.26.2,MIT,2024-06-10,no,,
opencode-multiplexer,DROP-APP,,"ships binaries (ocmux,opencode-multiplexer)",OK,0.5.1,ratatui^0.30.0-beta.0,Apache-2.0,2026-07-11,no,,
opencode-provider-manager,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.6,ratatui^0.29,MIT,2026-04-27,no,,
opencode-stats,DROP-APP,,publishes no library target,OK,1.4.2,ratatui^0.30.0,MIT,2026-06-02,no,,
opencodecommit,DROP-APP,,ships binaries (occ),OK,2.0.0,ratatui^0.30.2,MIT,2026-07-27,no,,
opencrabs,DROP-APP,,ships binaries (opencrabs),OK,0.3.77,ratatui^0.30,MIT,2026-07-27,no,,
opencrates,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,3.0.1,ratatui^0.26.2,MIT OR Apache-2.0,2025-06-09,no,,
opendev-tui,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.1.4,ratatui^0.30,MIT,2026-03-29,no,,
openentropy-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.12.3,ratatui^0.29,MIT,2026-03-10,no,,
opengenome_tui,DROP-APP,,publishes no library target,OK,26.5.22,ratatui^0.30.0,MIT,2026-06-23,no,,
openhawk-ui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.26,MIT,2026-05-03,no,,
openheim,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.6.0,ratatui^0.29,MIT,2026-07-17,no,,
openkoi,DROP-APP,,ships binaries (openkoi),OK,2026.3.14,ratatui^0.30,MIT,2026-03-15,no,,
opensession-tui,DROP-APP,,ships binaries (opensession-tui),OK,0.2.0,ratatui^0.30,MIT,2026-02-15,no,,
opensourcellmrouter,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.7.0,ratatui^0.29,MIT,2026-06-22,no,,
openspec-tui,DROP-APP,,publishes no library target,OK,0.1.0,ratatui^0.30,MIT,2026-03-08,no,,
openstack_tui,DROP-APP,,ships binaries (ostui),OK,0.13.7,ratatui^0.30,Apache-2.0,2026-06-02,yes,17552,
openvet,DROP-APP,,ships binaries (openvet),OK,0.6.0,ratatui^0.30,MIT OR Apache-2.0,2026-05-30,no,,
openwalrus,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.0.10,ratatui^0.29,GPL-3.0,2026-03-18,no,,
openwith,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.26,MIT,2026-02-26,no,,
opi-coding-agent,DROP-APP,,ships binaries (opi),OK,0.7.1,ratatui^0.30,MIT,2026-07-24,no,,
opi-tui,KEEP,RB,differential rendering,OK,0.7.1,ratatui^0.30,MIT,2026-07-24,no,,Terminal User Interface library with differential rendering
opl-emu,DROP-APP,,ships binaries (opl-player),OK,0.4.2,ratatui^0.30.0,GPL-3.0,2026-01-22,no,,
oppenheimer,DROP-APP,,publishes no library target,OK,0.5.0,ratatui^0.30,non-standard,2026-05-03,no,,
